342, DataB 1986
919, DataB 4810
1134, DataB 1575
1816, DataB 1582
142, DataB 2486
2999, DataB 3637
1222, DataB 3800
372, DataB 596
3115, DataB 1495
887, DataB 2676
1895, DataB 2203
2534, DataB 2212
2522, DataB 3929
1120, DataB 472
608, DataB 816
1399, DataB 2329
166, DataB 3147
3394, DataB 4750
516, DataB 2304
2256, DataB 3494
256, DataB 3943
1972, DataB 1910
3369, DataB 4304
3392, DataB 358
829, DataB 479
1331, DataB 243
508, DataB 4679
1821, DataB 995
3435, DataB 4189
2516, DataB 1787
1399, DataB 4317
763, DataB 490
3154, DataB 4297
3452, DataB 3448
422, DataB 1243
530, DataB 4595
568, DataB 4941
3450, DataB 2179
2630, DataB 3656
3199, DataB 552
2111, DataB 2184
2761, DataB 4875
528, DataB 3135
1130, DataB 4915
3208, DataB 3357
1912, DataB 906
452, DataB 4513
351, DataB 2715
566, DataB 1193
2865, DataB 943
49, DataB 951
1248, DataB 1252
2659, DataB 1937
1799, DataB 3865
2646, DataB 2751
2527, DataB 1717
304, DataB 715
1102, DataB 3647
1202, DataB 4983
2268, DataB 853
2976, DataB 2591
1057, DataB 4348
2835, DataB 4540
2508, DataB 4718
651, DataB 3898
849, DataB 1192
2140, DataB 168
1355, DataB 3354
2533, DataB 2472
1028, DataB 4653
154, DataB 2870
3327, DataB 1579
3023, DataB 350
2342, DataB 1490
1075, DataB 2353
52, DataB 4140
11, DataB 4775
1508, DataB 896
2678, DataB 2295
714, DataB 4420
2505, DataB 4670
3179, DataB 3016
2225, DataB 2104
482, DataB 2475
3046, DataB 2820
1500, DataB 2492
1378, DataB 4568
2870, DataB 4007
103, DataB 4490
2581, DataB 370
2712, DataB 3375
2558, DataB 3862
1091, DataB 2409
2179, DataB 254
3413, DataB 4529
1200, DataB 3499
1930, DataB 3318
212, DataB 3132
3126, DataB 620
1824, DataB 1275
2546, DataB 1567
2144, DataB 2749
2333, DataB 3139
939, DataB 3809
3359, DataB 307
3122, DataB 2134
1965, DataB 916
1232, DataB 1841
1210, DataB 2771
940, DataB 235
2007, DataB 327
1261, DataB 443
3313, DataB 2153
2664, DataB 762
2050, DataB 1082
1987, DataB 4826
2798, DataB 1665
1637, DataB 1402
317, DataB 1961
1110, DataB 3251
2352, DataB 3994
1341, DataB 2629
599, DataB 2666
171, DataB 3853
1048, DataB 3042
2690, DataB 3378
1787, DataB 1637
560, DataB 4353
2788, DataB 2697
2214, DataB 4511
561, DataB 3493
3177, DataB 2620
2346, DataB 3668
2047, DataB 4276
325, DataB 930
2674, DataB 324
2807, DataB 1060
1027, DataB 2385
3310, DataB 202
1288, DataB 253
1626, DataB 994
2642, DataB 4294
2807, DataB 2119
52, DataB 4631
3151, DataB 1236
1069, DataB 3966
570, DataB 4041
1908, DataB 465
1094, DataB 1891
3397, DataB 2887
1834, DataB 1917
1444, DataB 1432
1631, DataB 2959
1381, DataB 2256
137, DataB 1295
686, DataB 4677
3191, DataB 3706
31, DataB 1185
2124, DataB 3776
2215, DataB 1529
3236, DataB 3789
2630, DataB 2961
2588, DataB 2263
937, DataB 1441
1020, DataB 786
1422, DataB 4109
1770, DataB 1420
1913, DataB 3744
2824, DataB 2422
203, DataB 1147
2744, DataB 742
3184, DataB 2824
590, DataB 3605
609, DataB 365
3193, DataB 2611
3017, DataB 1980
584, DataB 3716
2779, DataB 4925
2125, DataB 3832
744, DataB 2507
2727, DataB 2272
2364, DataB 2869
2763, DataB 3571
1023, DataB 840
2822, DataB 4485
1715, DataB 855
87, DataB 4789
2279, DataB 4123
2754, DataB 4068
2180, DataB 3018
2237, DataB 3183
3049, DataB 878
2159, DataB 2574
1362, DataB 4527
808, DataB 3823
2887, DataB 2677
417, DataB 4086
1887, DataB 3923
1066, DataB 1968
373, DataB 2302
2572, DataB 4019
2354, DataB 2360
2114, DataB 49
2150, DataB 1286
221, DataB 2085
2709, DataB 3014
1315, DataB 3695
41, DataB 3068
2764, DataB 3043
600, DataB 3563
2563, DataB 1009
1207, DataB 696
2541, DataB 3737
1389, DataB 702
1851, DataB 4352
647, DataB 818
2357, DataB 182
2420, DataB 1258
1400, DataB 406
2160, DataB 1345
1648, DataB 662
164, DataB 1172
2934, DataB 4858
2189, DataB 2156
1604, DataB 1751
2709, DataB 1418
2695, DataB 4760
2320, DataB 3103
679, DataB 3711
916, DataB 3109
2229, DataB 2150
313, DataB 505
2306, DataB 541
423, DataB 4200
1254, DataB 2816
1783, DataB 4557
3198, DataB 160
1229, DataB 3270
1129, DataB 4373
3421, DataB 129
1262, DataB 2760
146, DataB 1888
1085, DataB 4742
2015, DataB 1089
266, DataB 1603
671, DataB 3842
2125, DataB 4101
899, DataB 82
136, DataB 4926
3256, DataB 3686
1278, DataB 4769
1577, DataB 2818
403, DataB 2019
1217, DataB 3293
205, DataB 2136
1269, DataB 1701
2574, DataB 1333
480, DataB 2080
586, DataB 3458
2001, DataB 4305
1567, DataB 1149
2311, DataB 2369
1462, DataB 1502
978, DataB 113
2116, DataB 3813
1189, DataB 2728
2637, DataB 2044
729, DataB 2627
538, DataB 2501
336, DataB 4761
2616, DataB 4089
3206, DataB 405
1892, DataB 4765
1896, DataB 4390
2164, DataB 3685
2510, DataB 4074
1253, DataB 991
2791, DataB 4042
387, DataB 2664
767, DataB 1101
2232, DataB 3199
2067, DataB 369
1508, DataB 4228
3213, DataB 1672
2961, DataB 4615
350, DataB 1148
2160, DataB 3348
2879, DataB 2285
257, DataB 3533
3240, DataB 335
33, DataB 142
2001, DataB 2271
2825, DataB 4893
2928, DataB 1052
2014, DataB 2519
2876, DataB 2624
2437, DataB 2066
1547, DataB 3752
2737, DataB 1265
522, DataB 4863
305, DataB 1347
834, DataB 2580
3290, DataB 2342
3226, DataB 1724
1621, DataB 4227
914, DataB 4766
945, DataB 2834
2942, DataB 3227
3260, DataB 4833
527, DataB 1671
558, DataB 2724
434, DataB 1113
345, DataB 1450
1191, DataB 2995
192, DataB 747
716, DataB 3895
240, DataB 4924
361, DataB 3380
355, DataB 4896
2868, DataB 3231
185, DataB 1377
910, DataB 2543
2593, DataB 3092
466, DataB 4307
2812, DataB 1146
3052, DataB 4181
3293, DataB 3350
2372, DataB 433
494, DataB 4355
3343, DataB 1580
449, DataB 2506
2218, DataB 4665
1195, DataB 2517
352, DataB 569
1377, DataB 4077
3116, DataB 2192
371, DataB 4956
1238, DataB 3326
899, DataB 729
3439, DataB 1221
2329, DataB 1369
2758, DataB 2833
2771, DataB 333
1486, DataB 4596
2755, DataB 2723
3076, DataB 415
3378, DataB 3540
2979, DataB 1530
1480, DataB 341
2905, DataB 1475
90, DataB 1042
2456, DataB 4672
3266, DataB 2048
2925, DataB 3143
1782, DataB 1277
252, DataB 4229
28, DataB 3269
2232, DataB 1427
2783, DataB 4726
3385, DataB 4491
937, DataB 4302
3166, DataB 3969
768, DataB 338
3490, DataB 3055
1160, DataB 268
1089, DataB 4029
2694, DataB 4738
2793, DataB 613
12, DataB 2655
407, DataB 2390
3039, DataB 4023
2897, DataB 1962
1605, DataB 2565
1084, DataB 3960
2490, DataB 40
3307, DataB 3144
521, DataB 1136
3152, DataB 3309
2647, DataB 717
1657, DataB 2907
2975, DataB 4245
177, DataB 1858
535, DataB 733
3209, DataB 4512
2870, DataB 356
719, DataB 510
1391, DataB 13
283, DataB 1045
1680, DataB 2114
564, DataB 861
2984, DataB 653
2233, DataB 3556
2688, DataB 4949
815, DataB 1340
1541, DataB 693
2630, DataB 3130
3402, DataB 1756
2187, DataB 181
2618, DataB 1565
1899, DataB 4647
695, DataB 1300
1261, DataB 3159
2039, DataB 4660
275, DataB 704
3348, DataB 4237
1851, DataB 218
494, DataB 4211
2293, DataB 1076
948, DataB 2251
617, DataB 4479
2782, DataB 4536
1561, DataB 217
719, DataB 2004
1592, DataB 3935
440, DataB 2999
2565, DataB 1164
2756, DataB 3200
2420, DataB 1158
1024, DataB 4105
3234, DataB 913
1132, DataB 3785
1915, DataB 2187
2651, DataB 3258
1762, DataB 514
1590, DataB 1217
3421, DataB 62
2405, DataB 73
2465, DataB 2015
1680, DataB 190
3244, DataB 650
3090, DataB 3317
3011, DataB 4691
461, DataB 3965
2688, DataB 4623
2215, DataB 4630
1677, DataB 4860
3153, DataB 4425
926, DataB 4483
2211, DataB 1334
2275, DataB 2375
2419, DataB 4382
3133, DataB 385
605, DataB 4207
3259, DataB 2009
2608, DataB 3704
2512, DataB 1314
2828, DataB 2510
1089, DataB 1424
3126, DataB 2250
3432, DataB 516
467, DataB 888
334, DataB 1156
3065, DataB 851
107, DataB 1028
2546, DataB 3920
203, DataB 1617
578, DataB 3008
1830, DataB 4932
1903, DataB 1827
2211, DataB 1812
297, DataB 4698
1958, DataB 364
2155, DataB 1404
2919, DataB 3589
1928, DataB 2277
3235, DataB 4948
1397, DataB 706
2426, DataB 4977
1662, DataB 4928
1877, DataB 3896
1599, DataB 1684
767, DataB 112
2778, DataB 749
1916, DataB 1729
2822, DataB 2389
1607, DataB 1778
1603, DataB 821
2829, DataB 1645
801, DataB 1438
1116, DataB 3374
2313, DataB 3649
1646, DataB 666
2402, DataB 2898
2615, DataB 1049
3046, DataB 694
1121, DataB 1194
225, DataB 1021
626, DataB 1097
3385, DataB 4776
849, DataB 2101
3159, DataB 424
2890, DataB 4569
1858, DataB 241
3202, DataB 4531
2483, DataB 1256
1310, DataB 664
3150, DataB 2746
2687, DataB 1319
653, DataB 595
2985, DataB 2609
3268, DataB 621
1363, DataB 4551
2736, DataB 856
2509, DataB 770
662, DataB 4572
3217, DataB 3653
426, DataB 23
2344, DataB 2410
506, DataB 4934
1640, DataB 4231
3313, DataB 205
1358, DataB 1630
2732, DataB 3189
1517, DataB 4901
1060, DataB 719
2903, DataB 1850
2776, DataB 491
18, DataB 1003
2344, DataB 1287
3027, DataB 118
2613, DataB 198
2927, DataB 4921
768, DataB 1463
3247, DataB 4499
3283, DataB 1288
2684, DataB 3046
1962, DataB 2240
2820, DataB 836
3188, DataB 1629
838, DataB 239
102, DataB 1878
3442, DataB 3697
3474, DataB 2196
1271, DataB 141
1717, DataB 3358
1605, DataB 4402
1516, DataB 3344
1623, DataB 4359
813, DataB 35
3080, DataB 107
1266, DataB 2889
2156, DataB 548
3257, DataB 3698
1581, DataB 3444
3149, DataB 3173
1760, DataB 3648
1086, DataB 3732
2714, DataB 4621
1164, DataB 18
1214, DataB 4128
2868, DataB 3086
2073, DataB 4392
3470, DataB 3411
2764, DataB 1942
1133, DataB 154
389, DataB 2731
446, DataB 1990
2202, DataB 1135
2953, DataB 2043
1675, DataB 1109
565, DataB 3724
606, DataB 2257
2623, DataB 4319
959, DataB 130
148, DataB 2161
2504, DataB 1386
3400, DataB 4262
834, DataB 3814
1354, DataB 3891
2342, DataB 4640
3325, DataB 4629
2597, DataB 1128
118, DataB 352
2332, DataB 337
3105, DataB 3096
481, DataB 2555
2644, DataB 2053
709, DataB 2126
3120, DataB 322
1413, DataB 4671
2877, DataB 2091
3375, DataB 2016
1927, DataB 687
1433, DataB 3844
2507, DataB 1484
3403, DataB 4922
1745, DataB 3970
1514, DataB 2690
2197, DataB 2947
3378, DataB 1494
2231, DataB 1685
3055, DataB 2747
2407, DataB 2552
87, DataB 4357
114, DataB 3770
414, DataB 1909
2770, DataB 1205
2908, DataB 2630
2817, DataB 585
1827, DataB 4725
260, DataB 2094
247, DataB 4987
2452, DataB 4747
1968, DataB 223
1030, DataB 907
2401, DataB 1241
2720, DataB 4954
3395, DataB 4489
1027, DataB 4894
125, DataB 525
152, DataB 2852
721, DataB 482
1521, DataB 1896
737, DataB 4686
579, DataB 4645
2725, DataB 4681
2869, DataB 3360
456, DataB 757
2291, DataB 4444
3351, DataB 81
2323, DataB 1354
1242, DataB 4457
51, DataB 444
2598, DataB 4784
80, DataB 3106
3439, DataB 1840
424, DataB 486
793, DataB 2363
1502, DataB 4849
424, DataB 1246
1458, DataB 1378
916, DataB 3910
2869, DataB 2892
1053, DataB 928
3471, DataB 2025
1713, DataB 3313
595, DataB 1273
1263, DataB 2548
2097, DataB 4001
560, DataB 4263
2796, DataB 4606
3029, DataB 119
2390, DataB 2876
1082, DataB 1744
601, DataB 1978
2070, DataB 3893
3215, DataB 1806
768, DataB 1324
1333, DataB 1230
2025, DataB 796
2467, DataB 2429
2023, DataB 2567
647, DataB 4320
1637, DataB 4575
2454, DataB 938
3488, DataB 19
1273, DataB 1061
1164, DataB 1339
1039, DataB 336
152, DataB 3420
2096, DataB 3642
1364, DataB 4470
270, DataB 1550
2921, DataB 4889
956, DataB 2231
3206, DataB 1712
3017, DataB 37
953, DataB 2029
740, DataB 3602
317, DataB 1947
165, DataB 2037
413, DataB 1521
1864, DataB 4644
2966, DataB 383
461, DataB 2573
1465, DataB 2308
177, DataB 1055
3112, DataB 2809
1091, DataB 1163
397, DataB 164
2427, DataB 837
975, DataB 998
212, DataB 2330
167, DataB 176
2246, DataB 397
1181, DataB 3190
272, DataB 870
2141, DataB 2130
792, DataB 4296
1718, DataB 1952
1070, DataB 2657
3168, DataB 2885
3162, DataB 1606
918, DataB 4550
2423, DataB 2842
895, DataB 2404
856, DataB 4800
3435, DataB 927
1219, DataB 1771
2608, DataB 1633
2776, DataB 1595
2909, DataB 1663
1056, DataB 2169
124, DataB 1908
1289, DataB 3238
152, DataB 1041
2374, DataB 1004
2950, DataB 1570
3076, DataB 4039
2110, DataB 3731
3496, DataB 313
2540, DataB 2129
1650, DataB 2499
2885, DataB 379
1377, DataB 3220
2460, DataB 3254
3159, DataB 873
13, DataB 3299
1522, DataB 1143
753, DataB 2736
2108, DataB 4592
2920, DataB 3914
428, DataB 2542
1421, DataB 912
2975, DataB 4173
1302, DataB 3751
2482, DataB 347
1472, DataB 4247
379, DataB 3524
935, DataB 903
3172, DataB 3061
693, DataB 3880
547, DataB 298
3282, DataB 2400
2124, DataB 4976
3340, DataB 155
1311, DataB 1715
679, DataB 3142
2775, DataB 4746
2686, DataB 4487
1202, DataB 4398
3078, DataB 4727
180, DataB 723
3235, DataB 4393
3155, DataB 4221
3492, DataB 2233
3484, DataB 985
2273, DataB 606
759, DataB 1395
2997, DataB 20
1750, DataB 3854
55, DataB 4534
145, DataB 2707
1552, DataB 4979
2459, DataB 4336
3296, DataB 4964
2026, DataB 4794
692, DataB 1740
3240, DataB 4427
175, DataB 3990
3261, DataB 3993
347, DataB 1649
116, DataB 783
734, DataB 2875
2942, DataB 1848
2551, DataB 2886
3417, DataB 2223
2381, DataB 2805
2304, DataB 3443
212, DataB 1303
2259, DataB 1447
390, DataB 1883
1926, DataB 979
2922, DataB 4129
1640, DataB 2948
1138, DataB 727
2928, DataB 1310
2908, DataB 831
1017, DataB 4488
1321, DataB 4095
1747, DataB 2454
1750, DataB 2191
3077, DataB 4020
596, DataB 3620
1574, DataB 2899
1269, DataB 3465
801, DataB 2021
545, DataB 3152
1501, DataB 4843
2435, DataB 4771
1773, DataB 663
1013, DataB 3946
3044, DataB 929
1587, DataB 3856
3076, DataB 1161
3111, DataB 3150
1863, DataB 4464
311, DataB 3015
307, DataB 2336
1606, DataB 2033
396, DataB 4583
976, DataB 566
1835, DataB 1408
2579, DataB 4690
1326, DataB 2042
3208, DataB 4036
2737, DataB 4022
3081, DataB 3242
2643, DataB 2199
3260, DataB 699
1987, DataB 4931
1413, DataB 2003
312, DataB 553
2118, DataB 3151
1739, DataB 227
3008, DataB 3955
1278, DataB 228
366, DataB 1906
1871, DataB 4601
3205, DataB 4261
548, DataB 1200
3153, DataB 1838
2045, DataB 3229
3450, DataB 3568
1170, DataB 3440
3438, DataB 716
2144, DataB 2651
2063, DataB 632
151, DataB 4028
210, DataB 4537
2391, DataB 2929
2267, DataB 3537
2372, DataB 1316
3373, DataB 3282
1429, DataB 1676
1126, DataB 4045
490, DataB 542
440, DataB 368
751, DataB 4649
3027, DataB 4414
2524, DataB 2863
532, DataB 236
672, DataB 274
2421, DataB 4005
2068, DataB 2656
3399, DataB 2317
858, DataB 1971
3467, DataB 961
452, DataB 1613
1205, DataB 4141
2402, DataB 3761
2237, DataB 4254
2642, DataB 2258
1214, DataB 1057
319, DataB 2577
556, DataB 3674
643, DataB 2097
2323, DataB 4959
2460, DataB 3502
2740, DataB 4055
668, DataB 2640
2552, DataB 909
788, DataB 2002
1215, DataB 2827
3245, DataB 4380
2322, DataB 4995
3343, DataB 1843
1728, DataB 2493
3281, DataB 4705
2477, DataB 2413
293, DataB 1558
457, DataB 4386
2276, DataB 4961
1393, DataB 4192
1226, DataB 1493
2365, DataB 4075
2148, DataB 655
1340, DataB 2453
340, DataB 2435
3435, DataB 3196
525, DataB 3992
2843, DataB 1616
2536, DataB 1296
2132, DataB 1505
1227, DataB 234
1030, DataB 4438
3249, DataB 219
1998, DataB 4872
56, DataB 3175
1735, DataB 3565
3323, DataB 2057
486, DataB 4834
1702, DataB 592
2784, DataB 4376
1154, DataB 635
1928, DataB 2098
3442, DataB 330
1332, DataB 4816
69, DataB 4451
756, DataB 3597
625, DataB 2419
3316, DataB 4106
3165, DataB 2423
932, DataB 948
444, DataB 2941
2076, DataB 4112
1236, DataB 2642
1777, DataB 2896
1943, DataB 1829
2334, DataB 476
1669, DataB 1847
2701, DataB 756
2161, DataB 3467
2321, DataB 3324
1855, DataB 2903
1622, DataB 3049
1052, DataB 543
3174, DataB 512
1208, DataB 2246
2605, DataB 2145
1462, DataB 3260
2785, DataB 3208
1287, DataB 2318
1941, DataB 3767
1236, DataB 3679
2834, DataB 31
871, DataB 1775
27, DataB 4460
307, DataB 2904
1527, DataB 2316
2075, DataB 2485
3073, DataB 3721
2391, DataB 2064
1779, DataB 1871
1387, DataB 3433
2269, DataB 2242
1602, DataB 2421
1887, DataB 4814
2684, DataB 2170
2028, DataB 449
650, DataB 3827
455, DataB 2527
132, DataB 4501
2129, DataB 3160
3221, DataB 2034
3351, DataB 3551
495, DataB 3071
2925, DataB 652
1283, DataB 3028
1309, DataB 968
9, DataB 788
1108, DataB 1064
1564, DataB 615
177, DataB 4477
161, DataB 2093
2731, DataB 4890
939, DataB 1689
3203, DataB 1374
3444, DataB 3252
3318, DataB 1655
1395, DataB 2635
3423, DataB 3957
2455, DataB 3507
3421, DataB 320
1759, DataB 3481
2292, DataB 3047
492, DataB 281
1273, DataB 2188
1247, DataB 2087
2515, DataB 3249
1888, DataB 996
313, DataB 2988
1188, DataB 4752
1227, DataB 1254
776, DataB 4778
2523, DataB 3625
103, DataB 999
2665, DataB 2096
3107, DataB 4318
1012, DataB 326
1145, DataB 3308
2161, DataB 3601
502, DataB 3715
1706, DataB 1439
118, DataB 4120
130, DataB 44
2238, DataB 2568
1976, DataB 1232
2846, DataB 3835
266, DataB 2395
602, DataB 2980
2873, DataB 4706
699, DataB 3757
2373, DataB 117
2171, DataB 2882
683, DataB 4716
3282, DataB 834
1272, DataB 1651
1545, DataB 1928
137, DataB 2368
1338, DataB 2743
779, DataB 4659
597, DataB 3811
1731, DataB 2075
2742, DataB 958
463, DataB 2712
1747, DataB 4082
3236, DataB 1653
769, DataB 83
3467, DataB 3621
1354, DataB 4510
11, DataB 4927
2189, DataB 599
2293, DataB 3075
2124, DataB 2340
2003, DataB 893
1454, DataB 623
1788, DataB 4403
1387, DataB 4847
1274, DataB 1139
579, DataB 4157
2545, DataB 224
2111, DataB 3025
2071, DataB 2018
2843, DataB 2238
2230, DataB 3890
2947, DataB 777
1591, DataB 3603
1951, DataB 2468
2380, DataB 2779
575, DataB 3623
50, DataB 1998
84, DataB 4882
2688, DataB 2911
2259, DataB 3288
2564, DataB 1599
1032, DataB 2338
3098, DataB 2345
2408, DataB 1631
1958, DataB 4809
3201, DataB 1884
2362, DataB 4783
1407, DataB 3655
1151, DataB 445
738, DataB 1077
1870, DataB 2897
1619, DataB 4238
1917, DataB 2729
490, DataB 813
469, DataB 1308
3096, DataB 3430
1292, DataB 2376
1622, DataB 1351
1779, DataB 3470
2183, DataB 115
145, DataB 1322
675, DataB 1137
2019, DataB 4517
1113, DataB 4278
84, DataB 1546
3149, DataB 3759
1938, DataB 1941
3396, DataB 1491
2091, DataB 2650
3250, DataB 3241
2796, DataB 1934
1871, DataB 1072
1822, DataB 3997
307, DataB 4047
3017, DataB 3222
2522, DataB 411
925, DataB 1846
91, DataB 3033
3481, DataB 1801
2416, DataB 4700
2430, DataB 2952
3126, DataB 4758
61, DataB 3178
1693, DataB 42
2772, DataB 4235
191, DataB 1983
2953, DataB 4313
736, DataB 828
45, DataB 1839
2096, DataB 48
809, DataB 4397
3455, DataB 3272
1992, DataB 3177
402, DataB 3913
2953, DataB 645
1008, DataB 317
2097, DataB 1366
765, DataB 2397
3141, DataB 376
795, DataB 3029
2992, DataB 4563
590, DataB 2252
3466, DataB 4503
1067, DataB 584
307, DataB 4782
2556, DataB 4731
732, DataB 1157
2936, DataB 2140
3209, DataB 2245
201, DataB 622
1941, DataB 1830
3137, DataB 4801
77, DataB 4743
1383, DataB 1034
2907, DataB 3855
2768, DataB 2503
1161, DataB 3496
2218, DataB 2978
1434, DataB 581
2563, DataB 2358
2379, DataB 290
1021, DataB 2674
1742, DataB 1346
460, DataB 3645
1719, DataB 4848
1452, DataB 4453
2024, DataB 3120
680, DataB 1892
1745, DataB 193
1179, DataB 1970
2575, DataB 3080
3100, DataB 3456
2344, DataB 1178
1665, DataB 1760
1373, DataB 3945
1374, DataB 38
118, DataB 1939
1244, DataB 4331
833, DataB 3250
3044, DataB 4695
1575, DataB 3495
357, DataB 4459
2259, DataB 3719
491, DataB 2081
885, DataB 1102
893, DataB 1693
875, DataB 4298
1844, DataB 2685
1496, DataB 3437
458, DataB 2594
1907, DataB 3657
484, DataB 3001
2695, DataB 1257
3035, DataB 3916
631, DataB 2672
15, DataB 1141
2041, DataB 3964
26, DataB 453
1391, DataB 4544
978, DataB 2764
2475, DataB 4071
2612, DataB 1857
2923, DataB 4259
2301, DataB 568
458, DataB 2644
1815, DataB 4841
1816, DataB 1625
1158, DataB 305
862, DataB 4358
992, DataB 1233
1184, DataB 1381
2896, DataB 722
644, DataB 2641
3431, DataB 2761
2840, DataB 4098
2536, DataB 4556
1169, DataB 2249
253, DataB 1834
1018, DataB 1849
2039, DataB 1726
340, DataB 4269
251, DataB 1574
3389, DataB 4391
274, DataB 4984
2313, DataB 2854
356, DataB 2052
3169, DataB 736
814, DataB 1100
1914, DataB 1700
2480, DataB 4831
1428, DataB 2335
316, DataB 3398
2605, DataB 2416
179, DataB 3613
2636, DataB 534
2646, DataB 2998
744, DataB 1421
1513, DataB 4415
998, DataB 1177
1520, DataB 4560
448, DataB 4754
2817, DataB 3271
1973, DataB 2099
1010, DataB 3216
1107, DataB 1538
2980, DataB 2753
925, DataB 4061
1060, DataB 4828
852, DataB 455
2684, DataB 2619
2418, DataB 1738
782, DataB 1623
1817, DataB 4562
3017, DataB 3369
1124, DataB 1596
2955, DataB 703
3248, DataB 247
2191, DataB 156
248, DataB 3402
2979, DataB 3911
189, DataB 911
1662, DataB 4722
3228, DataB 4795
1774, DataB 4664
524, DataB 3594
1636, DataB 2450
1956, DataB 695
1382, DataB 2086
1595, DataB 4196
1741, DataB 3221
1803, DataB 4990
3157, DataB 2157
1213, DataB 2137
218, DataB 3574
1142, DataB 4410
1615, DataB 2597
3485, DataB 1982
414, DataB 1015
3156, DataB 4594
1561, DataB 4282
1828, DataB 2768
2683, DataB 2050
833, DataB 497
959, DataB 3825
1582, DataB 2434
259, DataB 854
2121, DataB 2683
2390, DataB 1777
2933, DataB 2038
324, DataB 4220
87, DataB 3688
2687, DataB 4952
1476, DataB 4135
1182, DataB 1443
3126, DataB 4081
754, DataB 2678
2881, DataB 4275
1195, DataB 1875
283, DataB 686
2934, DataB 2800
2976, DataB 269
857, DataB 1865
2996, DataB 3021
2813, DataB 3798
3372, DataB 4593
2315, DataB 1755
112, DataB 3376
1322, DataB 1988
591, DataB 1471
2496, DataB 2155
2104, DataB 1121
2824, DataB 2393
2227, DataB 3944
792, DataB 3013
398, DataB 4910
2505, DataB 4774
1547, DataB 1043
1775, DataB 4076
197, DataB 2162
1595, DataB 16
984, DataB 683
860, DataB 32
1606, DataB 2518
1139, DataB 3117
19, DataB 3004
1651, DataB 3454
1428, DataB 3670
367, DataB 678
3390, DataB 3247
3011, DataB 2388
3238, DataB 4448
2995, DataB 624
2878, DataB 2402
2773, DataB 2515
2129, DataB 4904
3077, DataB 3559
845, DataB 4025
1282, DataB 2509
349, DataB 3399
1956, DataB 3839
1253, DataB 1716
2473, DataB 4574
1628, DataB 2705
2621, DataB 1335
1313, DataB 1318
607, DataB 3335
2214, DataB 4543
697, DataB 1975
107, DataB 1430
1819, DataB 4701
262, DataB 4051
3212, DataB 795
